Rep_ID	Fold_ID	Trait	Model	Marker_type	r	R2	Marker_file	Pheno_file
1	1	YLD	BayesA	SNP	0.8765	0.9297	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
1	1	YLD	BayesB	SNP	0.8747	0.9308	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
1	1	YLD	BayesC	SNP	0.8777	0.9303	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
1	1	YLD	RFR	SNP	0.8639	0.9678	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
1	1	YLD	SVR	SNP	0.8517	0.9712	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
1	1	YLD	RKHS	SNP	0.8727	0.9535	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
1	1	YLD	RFC	SNP	0.821	0.717	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
1	1	YLD	SVC	SNP	0.8134	0.6746	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
1	2	YLD	RR-BLUP	SNP	0.8359	0.9336	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
1	2	YLD	GBLUP	SNP	0.8347	0.9267	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
1	2	YLD	BRR	SNP	0.8364	0.9273	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
1	2	YLD	BL	SNP	0.8346	0.9186	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
1	2	YLD	BayesA	SNP	0.8342	0.9236	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
1	2	YLD	BayesB	SNP	0.8352	0.9247	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
1	2	YLD	BayesC	SNP	0.834	0.9253	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
1	2	YLD	RFR	SNP	0.8283	0.9672	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
1	2	YLD	SVR	SNP	0.83	0.9704	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
1	2	YLD	RKHS	SNP	0.8155	0.9481	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
1	2	YLD	RFC	SNP	0.7478	0.7319	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
1	2	YLD	SVC	SNP	0.6834	0.682	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
1	3	YLD	RR-BLUP	SNP	0.811	0.9664	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
1	3	YLD	GBLUP	SNP	0.8045	0.9538	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
1	3	YLD	BRR	SNP	0.8057	0.954	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
1	3	YLD	BL	SNP	0.8072	0.9501	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
1	3	YLD	BayesA	SNP	0.8042	0.9533	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
1	3	YLD	BayesB	SNP	0.803	0.9538	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
1	3	YLD	BayesC	SNP	0.8053	0.9532	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
1	3	YLD	RFR	SNP	0.8507	0.9703	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
1	3	YLD	SVR	SNP	0.788	0.9819	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
1	3	YLD	RKHS	SNP	0.8105	0.9701	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
1	3	YLD	RFC	SNP	0.7726	0.7304	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
1	3	YLD	SVC	SNP	0.7097	0.6967	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
1	4	YLD	RR-BLUP	SNP	0.7909	0.9671	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
1	4	YLD	GBLUP	SNP	0.7946	0.9525	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
1	4	YLD	BRR	SNP	0.7934	0.9532	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
1	4	YLD	BL	SNP	0.793	0.9524	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
1	4	YLD	BayesA	SNP	0.7962	0.9499	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
1	4	YLD	BayesB	SNP	0.7947	0.9515	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
1	4	YLD	BayesC	SNP	0.7946	0.9529	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
1	4	YLD	RFR	SNP	0.7654	0.9722	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
1	4	YLD	SVR	SNP	0.774	0.9851	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
1	4	YLD	RKHS	SNP	0.7816	0.9705	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
1	4	YLD	RFC	SNP	0.7501	0.736	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
1	4	YLD	SVC	SNP	0.6936	0.6937	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	0	YLD	RR-BLUP	SNP	0.8139	0.9414	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	0	YLD	GBLUP	SNP	0.8113	0.9342	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	0	YLD	BRR	SNP	0.8132	0.9341	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	0	YLD	BL	SNP	0.8105	0.9284	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	0	YLD	BayesA	SNP	0.8102	0.9317	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	0	YLD	BayesB	SNP	0.8086	0.9335	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	0	YLD	BayesC	SNP	0.8104	0.9333	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	0	YLD	RFR	SNP	0.8007	0.9704	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	0	YLD	SVR	SNP	0.8098	0.9722	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	0	YLD	RKHS	SNP	0.8046	0.9562	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	0	YLD	RFC	SNP	0.7714	0.7401	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	0	YLD	SVC	SNP	0.7218	0.6987	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	1	YLD	RR-BLUP	SNP	0.7869	0.9559	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	1	YLD	GBLUP	SNP	0.7866	0.9457	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	1	YLD	BRR	SNP	0.7851	0.9454	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	1	YLD	BL	SNP	0.7851	0.9405	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	1	YLD	BayesA	SNP	0.7837	0.9443	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	1	YLD	BayesB	SNP	0.7776	0.9448	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	1	YLD	BayesC	SNP	0.7834	0.9447	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	1	YLD	RFR	SNP	0.7557	0.9708	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	1	YLD	SVR	SNP	0.7835	0.9746	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	1	YLD	RKHS	SNP	0.7926	0.9623	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	1	YLD	RFC	SNP	0.7	0.7375	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	1	YLD	SVC	SNP	0.671	0.6897	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	2	YLD	RR-BLUP	SNP	0.8449	0.9383	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	2	YLD	GBLUP	SNP	0.84	0.9321	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	2	YLD	BRR	SNP	0.8388	0.9318	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	2	YLD	BL	SNP	0.8405	0.9256	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	2	YLD	BayesA	SNP	0.8402	0.9296	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	2	YLD	BayesB	SNP	0.8377	0.9315	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	2	YLD	BayesC	SNP	0.8399	0.9316	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	2	YLD	RFR	SNP	0.8407	0.9681	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	2	YLD	SVR	SNP	0.8341	0.9706	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	2	YLD	RKHS	SNP	0.8368	0.9517	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	2	YLD	RFC	SNP	0.7759	0.7247	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	2	YLD	SVC	SNP	0.772	0.6673	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	3	YLD	RR-BLUP	SNP	0.8641	0.9651	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	3	YLD	GBLUP	SNP	0.8643	0.948	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	3	YLD	BRR	SNP	0.8644	0.9474	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	3	YLD	BL	SNP	0.8637	0.9416	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	3	YLD	BayesA	SNP	0.8642	0.9461	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	3	YLD	BayesB	SNP	0.859	0.9475	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	3	YLD	BayesC	SNP	0.8634	0.947	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	3	YLD	RFR	SNP	0.8188	0.9704	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	3	YLD	SVR	SNP	0.8472	0.9836	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	3	YLD	RKHS	SNP	0.8407	0.9733	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	3	YLD	RFC	SNP	0.7889	0.7398	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	3	YLD	SVC	SNP	0.7447	0.6874	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	4	YLD	RR-BLUP	SNP	0.7665	0.958	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	4	YLD	GBLUP	SNP	0.7618	0.9471	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	4	YLD	BRR	SNP	0.763	0.9468	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	4	YLD	BL	SNP	0.7638	0.9462	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	4	YLD	BayesA	SNP	0.7617	0.945	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	4	YLD	BayesB	SNP	0.7587	0.947	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	4	YLD	BayesC	SNP	0.7619	0.9477	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	4	YLD	RFR	SNP	0.7651	0.9716	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	4	YLD	SVR	SNP	0.7574	0.9805	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	4	YLD	RKHS	SNP	0.7671	0.9666	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	4	YLD	RFC	SNP	0.784	0.7255	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	4	YLD	SVC	SNP	0.7579	0.6812	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	0	YLD	RR-BLUP	SNP	0.7864	0.965	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	0	YLD	GBLUP	SNP	0.7839	0.9511	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	0	YLD	BRR	SNP	0.7835	0.9517	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	0	YLD	BL	SNP	0.7846	0.9472	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	0	YLD	BayesA	SNP	0.7831	0.95	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	0	YLD	BayesB	SNP	0.7823	0.9502	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	0	YLD	BayesC	SNP	0.7841	0.9499	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	0	YLD	RFR	SNP	0.7796	0.9716	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	0	YLD	SVR	SNP	0.7799	0.9817	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	0	YLD	RKHS	SNP	0.778	0.9685	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	0	YLD	RFC	SNP	0.7297	0.7217	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	0	YLD	SVC	SNP	0.7227	0.6771	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	1	YLD	RR-BLUP	SNP	0.9014	0.9407	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	1	YLD	GBLUP	SNP	0.8993	0.931	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	1	YLD	BRR	SNP	0.9005	0.9309	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	1	YLD	BL	SNP	0.9015	0.9252	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	1	YLD	BayesA	SNP	0.9013	0.9292	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	1	YLD	BayesB	SNP	0.9041	0.9308	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	1	YLD	BayesC	SNP	0.901	0.9305	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	1	YLD	RFR	SNP	0.8782	0.9673	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	1	YLD	SVR	SNP	0.8909	0.9701	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	1	YLD	RKHS	SNP	0.8926	0.9551	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	1	YLD	RFC	SNP	0.8397	0.7138	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	1	YLD	SVC	SNP	0.8054	0.6733	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	2	YLD	RR-BLUP	SNP	0.8418	0.9446	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	2	YLD	GBLUP	SNP	0.8399	0.9364	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	2	YLD	BRR	SNP	0.8405	0.9365	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	2	YLD	BL	SNP	0.841	0.9309	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	2	YLD	BayesA	SNP	0.8407	0.9348	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	2	YLD	BayesB	SNP	0.844	0.9348	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	2	YLD	BayesC	SNP	0.8406	0.9358	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	2	YLD	RFR	SNP	0.8401	0.9701	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	2	YLD	SVR	SNP	0.8312	0.9694	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	2	YLD	RKHS	SNP	0.8424	0.9527	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	2	YLD	RFC	SNP	0.8151	0.7103	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	2	YLD	SVC	SNP	0.791	0.6693	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	3	YLD	RR-BLUP	SNP	0.8715	0.9331	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	3	YLD	GBLUP	SNP	0.8713	0.9243	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	3	YLD	BRR	SNP	0.8728	0.9239	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	3	YLD	BL	SNP	0.8729	0.9173	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	3	YLD	BayesA	SNP	0.8726	0.9223	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	3	YLD	BayesB	SNP	0.872	0.9259	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	3	YLD	BayesC	SNP	0.8717	0.9231	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	3	YLD	RFR	SNP	0.8423	0.9687	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	3	YLD	SVR	SNP	0.8661	0.9698	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	3	YLD	RKHS	SNP	0.8711	0.9494	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	3	YLD	RFC	SNP	0.7985	0.7293	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	3	YLD	SVC	SNP	0.7701	0.6704	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	4	YLD	RR-BLUP	SNP	0.8441	0.9654	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	4	YLD	GBLUP	SNP	0.8477	0.9507	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	4	YLD	BRR	SNP	0.8449	0.9503	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	4	YLD	BL	SNP	0.8475	0.95	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	4	YLD	BayesA	SNP	0.8485	0.9486	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	4	YLD	BayesB	SNP	0.8474	0.9504	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	4	YLD	BayesC	SNP	0.8472	0.9506	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	4	YLD	RFR	SNP	0.8501	0.9703	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	4	YLD	SVR	SNP	0.8248	0.9808	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	4	YLD	RKHS	SNP	0.8442	0.9689	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	4	YLD	RFC	SNP	0.8094	0.7237	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
