Rep_ID	Fold_ID	Trait	Model	Marker_type	r	R2	Marker_file	Pheno_file
1	1	YLD	SVC	SNP	0.7222	0.675	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
1	2	YLD	RR-BLUP	SNP	0.8292	0.9424	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
1	2	YLD	GBLUP	SNP	0.8283	0.933	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
1	2	YLD	BRR	SNP	0.8283	0.9325	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
1	2	YLD	BL	SNP	0.8258	0.9277	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
1	2	YLD	BayesA	SNP	0.8288	0.9304	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
1	2	YLD	BayesB	SNP	0.8234	0.9331	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
1	2	YLD	BayesC	SNP	0.8263	0.9313	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
1	2	YLD	RFR	SNP	0.7892	0.9685	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
1	2	YLD	SVR	SNP	0.8252	0.9689	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
1	2	YLD	RKHS	SNP	0.8141	0.9553	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
1	2	YLD	RFC	SNP	0.8007	0.7206	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
1	2	YLD	SVC	SNP	0.8079	0.6762	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
1	3	YLD	RR-BLUP	SNP	0.7875	0.9616	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
1	3	YLD	GBLUP	SNP	0.783	0.9518	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
1	3	YLD	BRR	SNP	0.7839	0.9519	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
1	3	YLD	BL	SNP	0.785	0.9481	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
1	3	YLD	BayesA	SNP	0.7837	0.9506	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
1	3	YLD	BayesB	SNP	0.7863	0.9508	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
1	3	YLD	BayesC	SNP	0.7821	0.9519	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
1	3	YLD	RFR	SNP	0.7872	0.9712	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
1	3	YLD	SVR	SNP	0.7754	0.9795	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
1	3	YLD	RKHS	SNP	0.7803	0.9663	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
1	3	YLD	RFC	SNP	0.7019	0.7249	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
1	3	YLD	SVC	SNP	0.6871	0.6753	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
1	4	YLD	RR-BLUP	SNP	0.8408	0.9472	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
1	4	YLD	GBLUP	SNP	0.8414	0.9374	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
1	4	YLD	BRR	SNP	0.8412	0.937	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
1	4	YLD	BL	SNP	0.8383	0.9352	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
1	4	YLD	BayesA	SNP	0.8408	0.9346	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
1	4	YLD	BayesB	SNP	0.8362	0.9382	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
1	4	YLD	BayesC	SNP	0.84	0.9382	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
1	4	YLD	RFR	SNP	0.822	0.9675	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
1	4	YLD	SVR	SNP	0.8367	0.975	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
1	4	YLD	RKHS	SNP	0.8342	0.9551	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
1	4	YLD	RFC	SNP	0.7336	0.7364	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
1	4	YLD	SVC	SNP	0.6792	0.6842	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	0	YLD	RR-BLUP	SNP	0.7779	0.9522	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	0	YLD	GBLUP	SNP	0.7725	0.9442	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	0	YLD	BRR	SNP	0.7712	0.9444	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	0	YLD	BL	SNP	0.7717	0.9395	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	0	YLD	BayesA	SNP	0.7712	0.943	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	0	YLD	BayesB	SNP	0.773	0.943	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	0	YLD	BayesC	SNP	0.7726	0.944	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	0	YLD	RFR	SNP	0.7789	0.9708	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	0	YLD	SVR	SNP	0.7779	0.9761	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	0	YLD	RKHS	SNP	0.771	0.9623	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	0	YLD	RFC	SNP	0.7156	0.7379	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	0	YLD	SVC	SNP	0.6557	0.6819	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	1	YLD	RR-BLUP	SNP	0.8238	0.9603	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	1	YLD	GBLUP	SNP	0.8261	0.9474	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	1	YLD	BRR	SNP	0.8253	0.9472	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	1	YLD	BL	SNP	0.8258	0.9415	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	1	YLD	BayesA	SNP	0.8244	0.9461	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	1	YLD	BayesB	SNP	0.8288	0.9464	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	1	YLD	BayesC	SNP	0.8226	0.9469	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	1	YLD	RFR	SNP	0.8094	0.9699	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	1	YLD	SVR	SNP	0.8072	0.9822	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	1	YLD	RKHS	SNP	0.8257	0.9674	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	1	YLD	RFC	SNP	0.7405	0.7397	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	1	YLD	SVC	SNP	0.6507	0.6945	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	2	YLD	RR-BLUP	SNP	0.8863	0.9504	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	2	YLD	GBLUP	SNP	0.8873	0.9383	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	2	YLD	BRR	SNP	0.8881	0.9384	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	2	YLD	BL	SNP	0.8884	0.9318	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	2	YLD	BayesA	SNP	0.8878	0.9368	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	2	YLD	BayesB	SNP	0.8885	0.9364	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	2	YLD	BayesC	SNP	0.8876	0.9381	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	2	YLD	RFR	SNP	0.8816	0.9694	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	2	YLD	SVR	SNP	0.8608	0.9764	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	2	YLD	RKHS	SNP	0.8849	0.9604	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	2	YLD	RFC	SNP	0.8281	0.728	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	2	YLD	SVC	SNP	0.7723	0.6776	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	3	YLD	RR-BLUP	SNP	0.8339	0.9487	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	3	YLD	GBLUP	SNP	0.8267	0.9397	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	3	YLD	BRR	SNP	0.8268	0.9393	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	3	YLD	BL	SNP	0.8279	0.9342	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	3	YLD	BayesA	SNP	0.8277	0.938	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	3	YLD	BayesB	SNP	0.8282	0.9387	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	3	YLD	BayesC	SNP	0.8275	0.9393	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	3	YLD	RFR	SNP	0.8153	0.9696	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	3	YLD	SVR	SNP	0.813	0.9731	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	3	YLD	RKHS	SNP	0.8329	0.9598	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	3	YLD	RFC	SNP	0.773	0.7485	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	3	YLD	SVC	SNP	0.7291	0.6967	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	4	YLD	RR-BLUP	SNP	0.8332	0.9395	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	4	YLD	GBLUP	SNP	0.8309	0.9312	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	4	YLD	BRR	SNP	0.8295	0.9301	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	4	YLD	BL	SNP	0.8319	0.9297	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	4	YLD	BayesA	SNP	0.8324	0.9274	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	4	YLD	BayesB	SNP	0.8324	0.9288	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	4	YLD	BayesC	SNP	0.8312	0.9309	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	4	YLD	RFR	SNP	0.8298	0.9685	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	4	YLD	SVR	SNP	0.8132	0.9706	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	4	YLD	RKHS	SNP	0.8311	0.9534	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	4	YLD	RFC	SNP	0.7887	0.7251	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
2	4	YLD	SVC	SNP	0.7367	0.674	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	0	YLD	RR-BLUP	SNP	0.7998	0.9756	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	0	YLD	GBLUP	SNP	0.8102	0.957	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	0	YLD	BRR	SNP	0.8098	0.9569	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	0	YLD	BL	SNP	0.813	0.9523	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	0	YLD	BayesA	SNP	0.8106	0.9558	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	0	YLD	BayesB	SNP	0.8159	0.9559	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	0	YLD	BayesC	SNP	0.8103	0.9571	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	0	YLD	RFR	SNP	0.8535	0.9702	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	0	YLD	SVR	SNP	0.778	0.9865	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	0	YLD	RKHS	SNP	0.8185	0.9747	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	0	YLD	RFC	SNP	0.7892	0.7321	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	0	YLD	SVC	SNP	0.6808	0.6846	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	1	YLD	RR-BLUP	SNP	0.8527	0.945	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	1	YLD	GBLUP	SNP	0.8515	0.935	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	1	YLD	BRR	SNP	0.8507	0.9352	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	1	YLD	BL	SNP	0.8517	0.9303	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	1	YLD	BayesA	SNP	0.8526	0.9333	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	1	YLD	BayesB	SNP	0.8449	0.935	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	1	YLD	BayesC	SNP	0.8509	0.9346	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	1	YLD	RFR	SNP	0.808	0.9715	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	1	YLD	SVR	SNP	0.8196	0.9726	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	1	YLD	RKHS	SNP	0.8501	0.9588	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	1	YLD	RFC	SNP	0.7912	0.7201	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	1	YLD	SVC	SNP	0.7373	0.6565	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	2	YLD	RR-BLUP	SNP	0.8914	0.9321	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	2	YLD	GBLUP	SNP	0.8886	0.9246	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	2	YLD	BRR	SNP	0.8893	0.9248	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	2	YLD	BL	SNP	0.8871	0.9179	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	2	YLD	BayesA	SNP	0.8881	0.9218	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	2	YLD	BayesB	SNP	0.8877	0.923	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	2	YLD	BayesC	SNP	0.8886	0.924	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	2	YLD	RFR	SNP	0.8577	0.9662	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	2	YLD	SVR	SNP	0.8838	0.9686	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	2	YLD	RKHS	SNP	0.8681	0.9489	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	2	YLD	RFC	SNP	0.7573	0.7146	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	2	YLD	SVC	SNP	0.7818	0.6725	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	3	YLD	RR-BLUP	SNP	0.8719	0.9402	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	3	YLD	GBLUP	SNP	0.8674	0.9317	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	3	YLD	BRR	SNP	0.8662	0.932	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	3	YLD	BL	SNP	0.8668	0.9261	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	3	YLD	BayesA	SNP	0.8662	0.9305	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	3	YLD	BayesB	SNP	0.8685	0.931	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	3	YLD	BayesC	SNP	0.8667	0.9313	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	3	YLD	RFR	SNP	0.8832	0.9687	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	3	YLD	SVR	SNP	0.8486	0.9719	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	3	YLD	RKHS	SNP	0.8749	0.9524	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	3	YLD	RFC	SNP	0.8343	0.712	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	3	YLD	SVC	SNP	0.7866	0.6616	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	4	YLD	RR-BLUP	SNP	0.8769	0.9372	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	4	YLD	GBLUP	SNP	0.8761	0.9285	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	4	YLD	BRR	SNP	0.8751	0.9284	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	4	YLD	BL	SNP	0.8759	0.9261	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	4	YLD	BayesA	SNP	0.8746	0.9258	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	4	YLD	BayesB	SNP	0.8749	0.9269	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	4	YLD	BayesC	SNP	0.8741	0.9294	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	4	YLD	RFR	SNP	0.8598	0.9673	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	4	YLD	SVR	SNP	0.8572	0.9675	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	4	YLD	RKHS	SNP	0.8808	0.9516	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
3	4	YLD	RFC	SNP	0.8371	0.7207	train_genotype.aligned.sorted.vcf.GSCode.imputed.tsv	YLD_normalized.aligned.sorted.tsv
